Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0,P25,P50,P75,P100,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
1566,0.0000,406.0000,0.0000,607.0000,187.4600,129.2663,0.0000,101.0000,202.0000,302.2500,406.0000,5.1700,521642.6193,0.0010
1567,0.0000,405.0000,0.0000,607.0000,206.4700,131.3210,0.0000,102.0000,203.0000,303.0000,405.0000,-19.0100,-Infinity,0.0000
1568,0.0000,503.0000,0.0000,607.0000,200.5900,129.0318,0.0000,102.0000,204.0000,303.0000,503.0000,5.8800,584900.0298,0.0010
1569,0.0000,404.0000,0.0000,607.0000,210.7500,123.0557,0.0000,177.0000,204.0000,303.0000,404.0000,-10.1600,-Infinity,0.0000
1570,0.0000,407.0000,0.0000,607.0000,203.7500,117.9415,0.0000,103.0000,204.0000,303.0000,407.0000,7.0000,Infinity,0.0000
1571,0.0000,405.0000,0.0000,607.0000,217.0000,118.3419,0.0000,105.0000,204.0000,304.0000,405.0000,-13.2500,-1323279.7363,0.0010
1572,0.0000,503.0000,0.0000,607.0000,212.8200,124.0596,0.0000,103.0000,205.0000,304.0000,503.0000,4.1800,Infinity,0.0000
1573,0.0000,405.0000,0.0000,607.0000,200.7200,131.4310,0.0000,102.0000,204.0000,304.0000,405.0000,12.1000,1202663.7511,0.0010
1574,0.0000,505.0000,0.0000,607.0000,202.6500,131.4040,0.0000,103.0000,203.0000,303.0000,505.0000,-1.9300,-Infinity,0.0000
1575,0.0000,505.0000,0.0000,607.0000,208.6200,134.4369,0.0000,103.7500,203.5000,303.0000,505.0000,-5.9700,-619230.3703,0.0010
1576,0.0000,505.0000,0.0000,607.0000,213.6400,135.7114,0.0000,104.0000,204.0000,304.0000,505.0000,-5.0200,-Infinity,0.0000
1577,0.0000,504.0000,0.0000,607.0000,222.9600,125.6349,0.0000,106.5000,204.0000,304.0000,504.0000,-9.3200,-925245.7063,0.0010
1578,0.0000,505.0000,0.0000,607.0000,223.6400,142.7758,0.0000,102.5000,204.0000,305.0000,505.0000,-0.6800,-Infinity,0.0000
1579,0.0000,505.0000,0.0000,607.0000,224.5600,135.6926,0.0000,103.5000,204.5000,304.0000,505.0000,-0.9200,-Infinity,0.0000
1580,0.0000,503.0000,0.0000,607.0000,220.7100,134.7045,0.0000,103.0000,204.0000,304.0000,503.0000,3.8500,372989.7307,0.0010
1581,0.0000,505.0000,0.0000,607.0000,192.6500,128.7487,0.0000,101.7500,203.0000,303.0000,505.0000,28.0600,Infinity,0.0010
1582,0.0000,505.0000,0.0000,607.0000,186.4300,131.3122,0.0000,101.0000,203.0000,303.0000,505.0000,6.2200,643093.4657,0.0000
1583,0.0000,504.0000,0.0000,607.0000,201.6300,126.2813,0.0000,103.0000,203.0000,303.0000,504.0000,-15.2000,-Infinity,0.0000
1584,0.0000,405.0000,0.0000,607.0000,187.8800,110.7893,0.0000,103.0000,203.0000,301.0000,405.0000,13.7500,1375550.2201,0.0010
1585,0.0000,504.0000,0.0000,607.0000,196.8400,117.2129,0.0000,103.7500,204.0000,303.0000,504.0000,-8.9600,-Infinity,0.0000
1586,0.0000,503.0000,0.0000,607.0000,197.8300,113.4720,0.0000,103.7500,204.0000,303.0000,503.0000,-0.9900,-98194.8026,0.0010
1587,0.0000,405.0000,0.0000,607.0000,211.9600,117.5678,0.0000,105.0000,204.0000,303.0000,405.0000,-14.1300,-Infinity,0.0000
1588,0.0000,502.0000,0.0000,607.0000,208.8400,118.9141,0.0000,104.7500,204.0000,303.0000,502.0000,3.1200,314611.2736,0.0010
1589,0.0000,504.0000,0.0000,607.0000,213.7900,126.3510,0.0000,104.0000,204.0000,304.0000,504.0000,-4.9500,-Infinity,0.0000
1590,0.0000,502.0000,0.0000,607.0000,232.9700,127.5950,0.0000,177.2500,205.0000,304.2500,502.0000,-19.1800,-Infinity,0.0000
1591,0.0000,405.0000,0.0000,607.0000,223.8500,124.5077,0.0000,104.7500,205.0000,304.0000,405.0000,9.1200,912547.5285,0.0010
1592,0.0000,503.0000,0.0000,607.0000,206.5700,128.8807,0.0000,102.7500,204.0000,303.2500,503.0000,17.2800,Infinity,0.0000
1593,0.0000,504.0000,0.0000,607.0000,214.7800,129.1980,0.0000,104.7500,204.0000,304.0000,504.0000,-8.2100,-812871.2871,0.0010
1594,0.0000,503.0000,0.0000,607.0000,206.7200,127.3622,0.0000,102.7500,203.5000,303.0000,503.0000,8.0600,Infinity,0.0000
1595,0.0000,406.0000,0.0000,607.0000,208.6900,126.7541,0.0000,102.0000,204.0000,303.2500,406.0000,-1.9700,-197118.2710,0.0010
1596,0.0000,404.0000,0.0000,607.0000,198.6000,115.7985,0.0000,103.0000,203.0000,303.0000,404.0000,10.0900,Infinity,0.0000
1597,0.0000,404.0000,0.0000,607.0000,198.4600,125.8355,0.0000,101.7500,203.0000,303.0000,404.0000,0.1400,14127.1443,0.0010
1598,0.0000,404.0000,0.0000,607.0000,199.5200,123.7283,0.0000,101.7500,203.5000,303.0000,404.0000,-1.0600,-Infinity,0.0000
1599,0.0000,502.0000,0.0000,607.0000,203.6700,124.7420,0.0000,102.7500,204.0000,303.0000,502.0000,-4.1500,-Infinity,0.0000
1600,0.0000,502.0000,0.0000,607.0000,218.7400,132.7231,0.0000,103.0000,204.5000,305.0000,502.0000,-15.0700,-Infinity,0.0000
1601,0.0000,502.0000,0.0000,607.0000,215.8100,129.5195,0.0000,103.7500,205.0000,304.0000,502.0000,2.9300,193680.5923,0.0015
1602,0.0000,502.0000,0.0000,607.0000,217.7700,128.6342,0.0000,103.0000,204.0000,304.0000,502.0000,-1.9600,-Infinity,0.0000
1603,0.0000,405.0000,0.0000,607.0000,214.7500,130.8320,0.0000,102.7500,204.0000,304.2500,405.0000,3.0200,298360.0079,0.0010
1604,0.0000,406.0000,0.0000,607.0000,186.6600,120.6480,0.0000,101.7500,202.0000,303.0000,406.0000,28.0900,Infinity,0.0000
1605,0.0000,504.0000,0.0000,607.0000,171.4300,126.5891,0.0000,100.0000,202.0000,302.0000,504.0000,15.2300,1514518.6953,0.0010
1606,0.0000,503.0000,0.0000,607.0000,194.5700,133.4547,0.0000,101.0000,203.0000,303.0000,503.0000,-23.1400,-Infinity,0.0000
1607,0.0000,405.0000,0.0000,607.0000,203.6800,132.4646,0.0000,102.7500,204.0000,303.2500,405.0000,-9.1100,-918995.2588,0.0010
1608,0.0000,405.0000,0.0000,607.0000,210.8900,115.5891,0.0000,177.2500,204.0000,303.0000,405.0000,-7.2100,-Infinity,0.0000
1609,0.0000,405.0000,0.0000,607.0000,205.9300,118.8535,0.0000,103.0000,204.0000,303.0000,405.0000,4.9600,Infinity,0.0000
1610,0.0000,504.0000,0.0000,607.0000,213.9600,118.4867,0.0000,104.0000,204.0000,304.0000,504.0000,-8.0300,-802678.9284,0.0010
1611,0.0000,405.0000,0.0000,607.0000,193.5800,127.6024,0.0000,101.0000,203.0000,303.0000,405.0000,20.3800,Infinity,0.0000
1612,0.0000,404.0000,0.0000,607.0000,191.6500,124.2195,0.0000,101.7500,203.0000,303.0000,404.0000,1.9300,193193.1932,0.0010
1613,0.0000,502.0000,0.0000,607.0000,187.6100,117.8308,0.0000,101.7500,203.0000,302.2500,502.0000,4.0400,Infinity,0.0000
1614,0.0000,406.0000,0.0000,607.0000,184.6200,125.3279,0.0000,102.0000,202.0000,303.0000,406.0000,2.9900,295600.5932,0.0010
1615,0.0000,505.0000,0.0000,607.0000,182.4800,129.0438,0.0000,101.0000,202.0000,302.2500,505.0000,2.1400,Infinity,0.0000
1616,0.0000,405.0000,0.0000,607.0000,186.7000,124.9050,0.0000,101.0000,203.0000,303.0000,405.0000,-4.2200,-426564.2373,0.0010
1617,0.0000,505.0000,0.0000,607.0000,183.3600,139.3614,0.0000,100.0000,203.0000,303.0000,505.0000,3.3400,Infinity,0.0000
1618,0.0000,503.0000,0.0000,607.0000,184.2800,140.5799,0.0000,2.7500,203.0000,303.0000,503.0000,-0.9200,-92036.8147,0.0010
1619,0.0000,503.0000,0.0000,607.0000,180.3600,139.9891,0.0000,75.7500,203.0000,303.0000,503.0000,3.9200,Infinity,0.0000
1620,0.0000,405.0000,0.0000,607.0000,187.2100,134.7662,0.0000,3.0000,203.0000,303.0000,405.0000,-6.8500,-Infinity,0.0000
1621,0.0000,503.0000,0.0000,607.0000,199.1700,131.5234,0.0000,102.0000,203.0000,303.0000,503.0000,-11.9600,-1195880.4120,0.0010
1622,0.0000,503.0000,0.0000,607.0000,197.4400,130.8203,0.0000,101.7500,203.0000,304.0000,503.0000,1.7300,Infinity,0.0000
1623,0.0000,502.0000,0.0000,607.0000,175.3400,124.1531,0.0000,101.0000,202.0000,302.0000,502.0000,22.1000,2190721.6495,0.0010
1624,0.0000,405.0000,0.0000,607.0000,177.3400,127.1557,0.0000,3.5000,202.5000,303.0000,405.0000,-2.0000,-Infinity,0.0000
1625,0.0000,406.0000,0.0000,607.0000,179.5200,125.8954,0.0000,100.7500,202.5000,303.0000,406.0000,-2.1800,-218065.4196,0.0010
1626,0.0000,405.0000,0.0000,607.0000,182.5500,121.0398,0.0000,101.7500,203.0000,303.0000,405.0000,-3.0300,-Infinity,0.0000
1627,0.0000,405.0000,0.0000,607.0000,190.6800,119.5368,0.0000,102.0000,203.0000,303.0000,405.0000,-8.1300,-Infinity,0.0000
1628,0.0000,504.0000,0.0000,607.0000,198.5500,117.5459,0.0000,102.0000,203.0000,303.0000,504.0000,-7.8700,-793506.7554,0.0010
1629,0.0000,504.0000,0.0000,607.0000,208.6300,127.4893,0.0000,102.7500,204.5000,304.0000,504.0000,-10.0800,-Infinity,0.0000
1630,0.0000,504.0000,0.0000,607.0000,181.3800,126.9874,0.0000,101.0000,202.0000,303.0000,504.0000,27.2500,2725545.1090,0.0010
1631,0.0000,504.0000,0.0000,607.0000,173.2000,127.6914,0.0000,101.0000,202.0000,229.5000,504.0000,8.1800,Infinity,0.0000
1632,0.0000,403.0000,0.0000,607.0000,172.3300,116.9733,0.0000,101.0000,202.0000,205.2500,403.0000,0.8700,86155.6744,0.0010
1633,0.0000,406.0000,0.0000,607.0000,171.3400,112.9628,0.0000,102.0000,202.0000,302.0000,406.0000,0.9900,Infinity,0.0000
1634,0.0000,406.0000,0.0000,607.0000,170.3500,118.4016,0.0000,101.7500,202.0000,229.2500,406.0000,0.9900,Infinity,0.0000
1635,0.0000,405.0000,0.0000,607.0000,167.2000,125.4503,0.0000,3.7500,202.0000,205.0000,405.0000,3.1500,317989.0975,0.0010
1636,0.0000,503.0000,0.0000,607.0000,175.2400,121.7222,0.0000,101.0000,202.0000,301.2500,503.0000,-8.0400,-Infinity,0.0000
1637,0.0000,505.0000,0.0000,607.0000,165.3800,123.3126,0.0000,100.0000,202.0000,205.0000,505.0000,9.8600,976430.9764,0.0010
1638,0.0000,405.0000,0.0000,607.0000,158.1800,116.3053,0.0000,100.0000,200.5000,205.0000,405.0000,7.2000,Infinity,0.0000
1639,0.0000,406.0000,0.0000,607.0000,147.9700,120.6804,0.0000,2.0000,105.0000,204.2500,406.0000,10.2100,1004921.2598,0.0010
1640,0.0000,504.0000,0.0000,607.0000,173.3600,134.8822,0.0000,100.0000,201.5000,303.0000,504.0000,-25.3900,-Infinity,0.0000
1641,0.0000,600.0000,0.0000,607.0000,176.3200,136.9788,0.0000,101.0000,201.0000,229.0000,600.0000,-2.9600,-Infinity,0.0000
1642,0.0000,406.0000,0.0000,607.0000,180.4000,124.0338,0.0000,101.0000,202.0000,302.0000,406.0000,-4.0800,-411539.2374,0.0010
1643,0.0000,503.0000,0.0000,607.0000,204.5200,130.3852,0.0000,102.0000,203.0000,303.0000,503.0000,-24.1200,-Infinity,0.0000
1644,0.0000,503.0000,0.0000,607.0000,210.5800,136.3142,0.0000,102.0000,203.5000,304.0000,503.0000,-6.0600,-600654.1778,0.0010
1645,0.0000,502.0000,0.0000,607.0000,201.4800,136.9036,0.0000,101.0000,203.0000,303.2500,502.0000,9.1000,Infinity,0.0000
1646,0.0000,504.0000,0.0000,607.0000,196.4000,136.4758,0.0000,101.0000,203.0000,304.0000,504.0000,5.0800,507746.1269,0.0010
1647,0.0000,504.0000,0.0000,607.0000,207.6400,131.5879,0.0000,102.0000,203.5000,303.2500,504.0000,-11.2400,-Infinity,0.0000
1648,0.0000,404.0000,0.0000,607.0000,209.6800,115.0647,0.0000,103.0000,204.0000,303.0000,404.0000,-2.0400,-205935.7965,0.0010
1649,0.0000,503.0000,0.0000,607.0000,208.6700,121.5827,0.0000,102.0000,204.0000,303.0000,503.0000,1.0100,Infinity,0.0000
1650,0.0000,406.0000,0.0000,607.0000,209.8300,118.8377,0.0000,102.0000,204.0000,303.2500,406.0000,-1.1600,-Infinity,0.0000
1651,0.0000,503.0000,0.0000,607.0000,192.6600,127.1936,0.0000,101.0000,203.5000,303.0000,503.0000,17.1700,1716828.3172,0.0010
1652,0.0000,501.0000,0.0000,607.0000,191.8300,130.6153,0.0000,102.0000,203.5000,303.0000,501.0000,0.8300,Infinity,0.0000
1653,0.0000,504.0000,0.0000,607.0000,202.8700,127.5728,0.0000,102.7500,203.0000,304.0000,504.0000,-11.0400,-1103779.2442,0.0010
1654,0.0000,405.0000,0.0000,607.0000,200.8700,124.2030,0.0000,103.0000,204.0000,303.2500,405.0000,2.0000,Infinity,0.0000
1655,0.0000,502.0000,0.0000,607.0000,217.0000,118.3675,0.0000,201.0000,204.0000,303.2500,502.0000,-16.1300,-1613645.4582,0.0010
1656,0.0000,406.0000,0.0000,607.0000,213.7600,133.5273,0.0000,104.5000,204.0000,304.0000,406.0000,3.2400,Infinity,0.0000
1657,0.0000,502.0000,0.0000,607.0000,200.4800,127.4068,0.0000,102.0000,204.0000,303.0000,502.0000,13.2800,1326938.4492,0.0010
1658,0.0000,504.0000,0.0000,607.0000,221.7800,124.1054,0.0000,202.0000,204.0000,304.0000,504.0000,-21.3000,-Infinity,0.0000
1659,0.0000,405.0000,0.0000,607.0000,205.6700,123.9028,0.0000,103.0000,203.5000,303.0000,405.0000,16.1100,Infinity,0.0000
1660,0.0000,504.0000,0.0000,607.0000,190.6500,135.9051,0.0000,101.0000,204.0000,303.0000,504.0000,15.0200,1502601.0404,0.0010
1661,0.0000,405.0000,0.0000,607.0000,199.5300,119.6954,0.0000,102.0000,204.0000,303.0000,405.0000,-8.8800,-Infinity,0.0000
1662,0.0000,404.0000,0.0000,607.0000,188.6600,120.1399,0.0000,102.0000,203.0000,303.0000,404.0000,10.8700,1075598.6543,0.0010
1663,0.0000,405.0000,0.0000,607.0000,158.3300,118.8794,0.0000,4.0000,202.0000,206.0000,405.0000,30.3300,Infinity,0.0000
1664,0.0000,404.0000,0.0000,607.0000,167.2500,118.9941,0.0000,101.0000,201.0000,206.0000,404.0000,-8.9200,-891821.6357,0.0010
1665,0.0000,502.0000,0.0000,607.0000,187.5100,119.4530,0.0000,102.0000,202.0000,302.0000,502.0000,-20.2600,-7319364.1618,0.0003
1666,0.0000,503.0000,0.0000,607.0000,179.5300,128.8019,0.0000,101.0000,203.0000,302.0000,503.0000,7.9800,Infinity,0.0000
1667,0.0000,406.0000,0.0000,607.0000,183.5800,116.4381,0.0000,102.0000,202.0000,206.0000,406.0000,-4.0500,-402464.4738,0.0010
1668,0.0000,504.0000,0.0000,607.0000,190.4400,117.8350,0.0000,101.0000,203.0000,303.0000,504.0000,-6.8600,-Infinity,0.0000
1669,0.0000,504.0000,0.0000,607.0000,196.5900,108.2655,0.0000,103.7500,203.0000,302.0000,504.0000,-6.1500,-614631.2213,0.0010
1670,0.0000,404.0000,0.0000,607.0000,166.5800,111.5721,0.0000,102.0000,202.0000,204.0000,404.0000,30.0100,Infinity,0.0000
1671,0.0000,405.0000,0.0000,607.0000,162.3700,115.9578,0.0000,101.0000,202.0000,205.2500,405.0000,4.2100,420747.5515,0.0010
1672,0.0000,503.0000,0.0000,607.0000,177.6200,121.1218,0.0000,102.0000,203.0000,302.0000,503.0000,-15.2500,-Infinity,0.0000
1673,0.0000,503.0000,0.0000,607.0000,207.6100,123.7065,0.0000,103.0000,203.5000,303.0000,503.0000,-29.9900,-Infinity,0.0000
1674,0.0000,603.0000,0.0000,607.0000,219.6400,141.6192,0.0000,102.7500,205.0000,304.0000,603.0000,-12.0300,-1108653.5803,0.0011
1675,0.0000,504.0000,0.0000,607.0000,211.7100,133.6589,0.0000,103.7500,204.0000,304.0000,504.0000,7.9300,Infinity,0.0000
1676,0.0000,405.0000,0.0000,607.0000,209.8200,127.6170,0.0000,103.0000,204.0000,304.0000,405.0000,1.8900,188886.6680,0.0010
1677,0.0000,505.0000,0.0000,607.0000,216.6900,129.8120,0.0000,103.0000,204.5000,304.0000,505.0000,-6.8700,-Infinity,0.0000
1678,0.0000,505.0000,0.0000,607.0000,199.7100,125.4741,0.0000,102.0000,204.0000,303.0000,505.0000,16.9800,1676705.8359,0.0010
1679,0.0000,405.0000,0.0000,607.0000,193.7600,119.3612,0.0000,102.0000,203.5000,303.0000,405.0000,5.9500,Infinity,0.0000
1680,0.0000,406.0000,0.0000,607.0000,196.5700,121.7196,0.0000,102.0000,203.0000,303.0000,406.0000,-2.8100,-Infinity,0.0010
1681,0.0000,504.0000,0.0000,607.0000,204.5700,123.3627,0.0000,103.0000,203.0000,303.0000,504.0000,-8.0000,-811276.7468,0.0000
1682,0.0000,405.0000,0.0000,607.0000,196.5800,124.2969,0.0000,102.7500,203.0000,303.0000,405.0000,7.9900,Infinity,0.0000
1683,0.0000,504.0000,0.0000,607.0000,213.7600,131.4413,0.0000,103.0000,204.0000,304.0000,504.0000,-17.1800,-1702507.1846,0.0010
1684,0.0000,502.0000,0.0000,607.0000,199.8800,120.4181,0.0000,103.0000,204.0000,303.0000,502.0000,13.8800,Infinity,0.0000
1685,0.0000,406.0000,0.0000,607.0000,215.7100,115.4269,0.0000,200.7500,204.0000,303.0000,406.0000,-15.8300,-1583633.4534,0.0010
1686,0.0000,405.0000,0.0000,607.0000,208.7200,123.0632,0.0000,104.7500,204.0000,303.0000,405.0000,6.9900,Infinity,0.0000
1687,0.0000,502.0000,0.0000,607.0000,214.8200,116.5906,0.0000,106.0000,204.0000,303.0000,502.0000,-6.1000,-614981.3489,0.0010
1688,0.0000,406.0000,0.0000,607.0000,206.9700,114.0324,0.0000,104.0000,204.0000,303.2500,406.0000,7.8500,Infinity,0.0000
1689,0.0000,503.0000,0.0000,607.0000,204.8500,129.6513,0.0000,102.7500,204.0000,303.0000,503.0000,2.1200,Infinity,0.0000
1690,0.0000,504.0000,0.0000,607.0000,229.0200,123.7897,0.0000,202.0000,301.0000,304.0000,504.0000,-24.1700,-2415309.2835,0.0010
1691,0.0000,404.0000,0.0000,607.0000,229.8900,117.3197,0.0000,202.0000,206.0000,304.0000,404.0000,-0.8700,-Infinity,0.0000
1692,0.0000,405.0000,0.0000,607.0000,217.9800,127.5111,0.0000,103.7500,204.5000,305.0000,405.0000,11.9100,1179558.2846,0.0010
1693,0.0000,503.0000,0.0000,607.0000,206.9300,125.8964,0.0000,103.0000,204.5000,304.0000,503.0000,11.0500,Infinity,0.0000
1694,0.0000,405.0000,0.0000,607.0000,193.9700,120.0913,0.0000,104.0000,204.0000,303.0000,405.0000,12.9600,1296518.6074,0.0010
1695,0.0000,406.0000,0.0000,607.0000,188.8500,116.8478,0.0000,102.0000,203.5000,303.0000,406.0000,5.1200,Infinity,0.0000
1696,0.0000,504.0000,0.0000,607.0000,197.7400,124.4397,0.0000,102.0000,203.0000,303.0000,504.0000,-8.8900,-898342.7648,0.0010
1697,0.0000,504.0000,0.0000,607.0000,200.8000,123.3127,0.0000,104.0000,203.5000,303.0000,504.0000,-3.0600,-Infinity,0.0000
1698,0.0000,504.0000,0.0000,607.0000,199.9300,121.3495,0.0000,176.2500,204.0000,302.0000,504.0000,0.8700,Infinity,0.0000
1699,0.0000,405.0000,0.0000,607.0000,212.0400,110.5313,0.0000,201.0000,204.5000,303.0000,405.0000,-12.1100,-1199128.6266,0.0010
1700,0.0000,406.0000,0.0000,607.0000,218.7900,122.4485,0.0000,104.0000,205.0000,304.0000,406.0000,-6.7500,-Infinity,0.0000
1701,0.0000,407.0000,0.0000,607.0000,219.8000,118.6803,0.0000,201.0000,204.5000,304.0000,407.0000,-1.0100,-101999.5960,0.0010
1702,0.0000,406.0000,0.0000,607.0000,219.7900,116.7775,0.0000,202.0000,204.0000,303.0000,406.0000,0.0100,Infinity,0.0000
1703,0.0000,502.0000,0.0000,607.0000,214.7800,123.5640,0.0000,103.0000,204.0000,304.0000,502.0000,5.0100,483917.7050,0.0010
1704,0.0000,506.0000,0.0000,607.0000,207.9000,117.0581,0.0000,103.0000,204.0000,303.0000,506.0000,6.8800,Infinity,0.0000
1705,0.0000,506.0000,0.0000,607.0000,206.7600,126.7707,0.0000,102.7500,203.0000,304.0000,506.0000,1.1400,108903.3244,0.0010
1706,0.0000,504.0000,0.0000,607.0000,212.7400,127.8982,0.0000,103.7500,204.0000,304.0000,504.0000,-5.9800,-Infinity,0.0000
1707,0.0000,405.0000,0.0000,607.0000,211.7600,133.0583,0.0000,104.0000,205.0000,304.0000,405.0000,0.9800,105251.8526,0.0009
1708,0.0000,502.0000,0.0000,607.0000,191.2800,135.0251,0.0000,101.7500,202.5000,303.0000,502.0000,20.4800,Infinity,0.0000
1709,0.0000,503.0000,0.0000,607.0000,193.4600,127.3341,0.0000,101.7500,203.0000,302.0000,503.0000,-2.1800,-Infinity,0.0000
1710,0.0000,505.0000,0.0000,607.0000,213.4900,136.9694,0.0000,102.0000,203.0000,304.0000,505.0000,-20.0300,-1992638.2809,0.0010
1711,0.0000,505.0000,0.0000,607.0000,229.5800,127.8991,0.0000,176.5000,204.0000,303.0000,505.0000,-16.0900,-Infinity,0.0000
1712,0.0000,505.0000,0.0000,607.0000,247.6700,141.4890,0.0000,200.7500,301.0000,328.7500,505.0000,-18.0900,-1786313.8146,0.0010
1713,0.0000,406.0000,0.0000,607.0000,222.8900,123.4140,0.0000,105.5000,204.0000,304.0000,406.0000,24.7800,Infinity,0.0000
1714,0.0000,503.0000,0.0000,607.0000,219.9100,128.9299,0.0000,104.0000,205.0000,304.0000,503.0000,2.9800,299738.4832,0.0010
1715,0.0000,406.0000,0.0000,607.0000,221.7200,127.2028,0.0000,104.0000,204.0000,304.0000,406.0000,-1.8100,-Infinity,0.0000
1716,0.0000,503.0000,0.0000,607.0000,228.6900,127.0224,0.0000,177.2500,205.0000,304.0000,503.0000,-6.9700,-702479.3388,0.0010
1717,0.0000,503.0000,0.0000,607.0000,240.5400,141.4051,0.0000,105.0000,301.5000,329.0000,503.0000,-11.8500,-Infinity,0.0000
1718,0.0000,502.0000,0.0000,607.0000,203.4900,133.9129,0.0000,102.0000,203.0000,303.2500,502.0000,37.0500,Infinity,0.0000
1719,0.0000,501.0000,0.0000,607.0000,201.5700,125.3666,0.0000,103.0000,203.0000,303.0000,501.0000,1.9200,192057.6173,0.0010
1720,0.0000,503.0000,0.0000,607.0000,210.6500,132.5303,0.0000,102.7500,203.0000,304.0000,503.0000,-9.0800,-Infinity,0.0000
1721,0.0000,503.0000,0.0000,607.0000,222.6100,129.7693,0.0000,201.0000,204.0000,304.0000,503.0000,-11.9600,-1195641.3076,0.0010
1722,0.0000,502.0000,0.0000,607.0000,226.7000,129.0861,0.0000,176.7500,205.0000,304.0000,502.0000,-4.0900,-Infinity,0.0000
1723,0.0000,405.0000,0.0000,607.0000,200.8400,125.1005,0.0000,102.0000,204.0000,304.0000,405.0000,25.8600,2584191.0663,0.0010
1724,0.0000,503.0000,0.0000,607.0000,201.7200,121.5218,0.0000,102.0000,204.0000,303.0000,503.0000,-0.8800,-Infinity,0.0000
1725,0.0000,503.0000,0.0000,607.0000,193.7200,117.7844,0.0000,102.0000,203.0000,303.0000,503.0000,8.0000,Infinity,0.0000
1726,0.0000,503.0000,0.0000,607.0000,175.4800,121.8451,0.0000,101.0000,202.0000,229.7500,503.0000,18.2400,1825277.6944,0.0010
1727,0.0000,405.0000,0.0000,607.0000,189.5200,121.5138,0.0000,101.0000,203.0000,303.0000,405.0000,-14.0400,-Infinity,0.0000
1728,0.0000,504.0000,0.0000,607.0000,196.5700,131.7786,0.0000,101.7500,203.0000,303.2500,504.0000,-7.0500,-698573.1272,0.0010
1729,0.0000,504.0000,0.0000,607.0000,201.4100,130.9049,0.0000,102.0000,203.0000,303.0000,504.0000,-4.8400,-Infinity,0.0000
1730,0.0000,406.0000,0.0000,607.0000,196.3200,116.6464,0.0000,102.0000,203.0000,303.0000,406.0000,5.0900,218155.3232,0.0023
1731,0.0000,404.0000,0.0000,607.0000,187.4500,118.0133,0.0000,102.0000,203.0000,303.0000,404.0000,8.8700,880484.4153,0.0010
1732,0.0000,404.0000,0.0000,607.0000,172.5000,121.5437,0.0000,101.0000,202.5000,303.0000,404.0000,14.9500,Infinity,0.0000
1733,0.0000,406.0000,0.0000,607.0000,193.7500,117.7845,0.0000,103.0000,203.0000,303.0000,406.0000,-21.2500,-2127340.0741,0.0010
1734,0.0000,405.0000,0.0000,607.0000,192.8200,118.0989,0.0000,102.7500,203.5000,303.0000,405.0000,0.9300,Infinity,0.0000
1735,0.0000,504.0000,0.0000,607.0000,194.6500,122.2006,0.0000,102.7500,203.0000,303.0000,504.0000,-1.8300,-Infinity,0.0000
1736,0.0000,405.0000,0.0000,607.0000,197.8200,115.9900,0.0000,103.0000,203.5000,303.0000,405.0000,-3.1700,-Infinity,0.0000
1737,0.0000,405.0000,0.0000,607.0000,187.7200,117.7698,0.0000,103.0000,203.0000,302.0000,405.0000,10.1000,671274.7574,0.0015
1738,0.0000,406.0000,0.0000,607.0000,201.6700,116.2546,0.0000,102.7500,204.0000,302.2500,406.0000,-13.9500,-Infinity,0.0000
1739,0.0000,505.0000,0.0000,607.0000,189.5800,120.0120,0.0000,102.0000,203.0000,303.0000,505.0000,12.0900,1203344.2819,0.0010
1740,0.0000,505.0000,0.0000,607.0000,192.6100,123.1558,0.0000,101.7500,203.5000,303.0000,505.0000,-3.0300,-Infinity,0.0000
1741,0.0000,503.0000,0.0000,607.0000,207.5900,134.5810,0.0000,102.0000,204.0000,304.0000,503.0000,-14.9800,-1494115.3002,0.0010
1742,0.0000,503.0000,0.0000,607.0000,194.4900,132.7365,0.0000,101.0000,203.0000,303.0000,503.0000,13.1000,Infinity,0.0000
1743,0.0000,503.0000,0.0000,607.0000,185.4000,132.9188,0.0000,101.0000,202.0000,303.0000,503.0000,9.0900,910730.3877,0.0010
1744,0.0000,407.0000,0.0000,607.0000,191.4800,126.7054,0.0000,102.0000,202.5000,303.0000,407.0000,-6.0800,-Infinity,0.0000
1745,0.0000,407.0000,0.0000,607.0000,196.5600,120.8528,0.0000,102.7500,203.0000,303.0000,407.0000,-5.0800,-502075.5090,0.0010
1746,0.0000,503.0000,0.0000,607.0000,217.7200,120.3415,0.0000,104.7500,204.5000,303.0000,503.0000,-21.1600,-Infinity,0.0000
1747,0.0000,504.0000,0.0000,607.0000,232.8700,128.5788,0.0000,202.0000,204.0000,304.0000,504.0000,-15.1500,-1534177.2152,0.0010
1748,0.0000,503.0000,0.0000,607.0000,206.9300,131.2460,0.0000,103.0000,204.0000,304.0000,503.0000,25.9400,Infinity,0.0000
1749,0.0000,504.0000,0.0000,607.0000,236.0200,126.4995,0.0000,178.0000,254.0000,304.0000,504.0000,-29.0900,-Infinity,0.0000
1750,0.0000,503.0000,0.0000,607.0000,229.9100,115.6318,0.0000,201.0000,205.0000,304.0000,503.0000,6.1100,611061.1061,0.0010
1751,0.0000,501.0000,0.0000,607.0000,215.8700,128.7601,0.0000,103.0000,204.0000,304.0000,501.0000,14.0400,Infinity,0.0000
